"","Author","Study_Ref","Study_DOI","Exposure","Outcome","Instrument","Reported_Measure","Coeff_G_X","Coeff_G_X_SE","Coeff_G_Y","Coeff_G_Y_SE"
"162","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs9309101","OR",0.02,1e-100,1e-100,0.02
"163","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs897080","OR",0.03,1e-100,0.01,0.03
"164","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs17032525","OR",0.03,1e-100,0.03,0.03
"165","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12474201","OR",0.03,1e-100,-0.03,0.02
"166","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs354196","OR",0.02,1e-100,-0.03,0.02
"167","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs1367226","OR",0.04,1e-100,-0.02,0.02
"168","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs3791679","OR",0.08,1e-100,0.03,0.03
"169","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs3791673","OR",0.05,0.01,-0.03,0.06
"170","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2120335","OR",0.02,1e-100,-0.01,0.02
"171","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7568069","OR",0.02,1e-100,0.01,0.02
"172","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs11684404","OR",0.03,1e-100,1e-100,0.03
"173","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs11683207","OR",0.02,1e-100,0.01,0.03
"174","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs13388725","OR",0.02,1e-100,0.01,0.02
"175","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2166898","OR",0.03,1e-100,-0.01,0.03
"176","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7567288","OR",0.03,1e-100,-0.03,0.03
"177","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4953951","OR",0.03,0.01,-0.01,0.04
"178","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs749234","OR",0.02,1e-100,-0.04,0.03
"179","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs540652","OR",0.02,1e-100,0.02,0.02
"180","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12987566","OR",0.02,1e-100,0.01,0.03
"181","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6746356","OR",0.02,1e-100,-0.07,0.03
"182","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs833152","OR",0.02,1e-100,0.02,0.02
"183","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12693589","OR",0.02,1e-100,0.05,0.03
"184","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6435143","OR",0.02,1e-100,-0.01,0.02
"185","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12329133","OR",0.02,1e-100,0.02,0.02
"186","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs17181956","OR",0.03,1e-100,1e-100,0.04
"187","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs1864439","OR",0.04,1e-100,0.01,0.04
"188","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs992157","OR",0.02,1e-100,-0.02,0.02
"189","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4674354","OR",0.02,1e-100,1e-100,0.03
"190","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12470505","OR",0.05,1e-100,-0.02,0.04
"191","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs16859517","OR",0.07,0.01,1e-100,0.06
"192","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12621643","OR",0.02,1e-100,-0.01,0.03
"193","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6761041","OR",0.02,1e-100,0.01,0.02
"194","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6733349","OR",0.02,1e-100,0.01,0.03
"195","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6754426","OR",0.02,1e-100,0.02,0.02
"196","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4973429","OR",0.02,1e-100,0.01,0.02
"197","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2679184","OR",0.03,1e-100,-0.01,0.03
"198","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs749052","OR",0.05,0.01,-0.02,0.05
"199","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs3116168","OR",0.02,1e-100,-0.08,0.03
"200","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2343240","OR",0.06,0.01,-0.07,0.09
"201","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs13393800","OR",0.02,1e-100,1e-100,0.03
"202","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4344931","OR",0.02,1e-100,-0.04,0.03
"203","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2633761","OR",0.02,1e-100,-0.01,0.02
"204","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs13078528","OR",0.05,0.01,0.09,0.05
"205","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2597513","OR",0.04,1e-100,1e-100,0.04
"206","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs11708412","OR",0.02,1e-100,1e-100,0.03
"207","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs3915129","OR",0.02,1e-100,0.02,0.02
"208","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs13088462","OR",0.05,0.01,0.02,0.05
"209","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4256170","OR",0.16,0.03,0.07,0.08
"210","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2581830","OR",0.02,1e-100,-0.04,0.02
"211","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2034172","OR",0.02,1e-100,0.03,0.03
"212","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs1658351","OR",0.02,1e-100,0.01,0.03
"213","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6794009","OR",0.02,1e-100,0.02,0.02
"214","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs17806888","OR",0.03,1e-100,0.07,0.04
"215","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2175513","OR",0.02,1e-100,-0.02,0.02
"216","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12330322","OR",0.03,1e-100,-0.04,0.03
"217","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7633464","OR",0.02,1e-100,0.04,0.02
"218","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs1533269","OR",0.02,1e-100,1e-100,0.03
"219","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6439168","OR",0.04,1e-100,-0.05,0.03
"220","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6762606","OR",0.02,1e-100,1e-100,0.03
"221","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs9880211","OR",0.03,1e-100,-0.01,0.03
"222","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs724016","OR",0.08,1e-100,0.03,0.02
"223","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs936339","OR",0.02,1e-100,0.01,0.03
"224","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4325879","OR",0.02,1e-100,0.01,0.03
"225","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6441170","OR",0.02,1e-100,-0.01,0.02
"226","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs509035","OR",0.03,1e-100,0.01,0.03
"227","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs9858528","OR",0.02,1e-100,0.01,0.03
"228","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs16860216","OR",0.05,1e-100,0.01,0.03
"229","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs720390","OR",0.07,1e-100,-0.01,0.02
"230","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2300921","OR",0.02,1e-100,-0.01,0.02
"231","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4686904","OR",0.02,1e-100,0.02,0.03
"232","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7646824","OR",0.03,1e-100,0.08,0.04
"233","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs9841435","OR",0.02,1e-100,0.04,0.03
"234","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs3958122","OR",0.03,1e-100,-0.03,0.03
"235","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs11722554","OR",0.06,0.01,-0.08,0.06
"236","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6446315","OR",0.03,1e-100,-0.03,0.03
"237","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs868489","OR",0.02,1e-100,0.01,0.03
"238","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6829680","OR",0.02,1e-100,-0.02,0.02
"239","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2302580","OR",0.03,1e-100,-0.02,0.02
"240","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs763318","OR",0.02,1e-100,1e-100,0.02
"241","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4834927","OR",0.02,1e-100,1e-100,0.02
"242","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7692995","OR",0.1,1e-100,0.03,0.03
"243","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs961014","OR",0.04,1e-100,-0.01,0.02
"244","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs16994718","OR",0.03,1e-100,0.07,0.03
"245","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2306596","OR",0.02,1e-100,-0.01,0.02
"246","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs1996422","OR",0.02,1e-100,1e-100,0.03
"247","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs13113518","OR",0.02,1e-100,-0.04,0.02
"248","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs17081935","OR",0.03,1e-100,-0.02,0.03
"249","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs9993613","OR",0.03,1e-100,0.02,0.02
"250","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs17556750","OR",0.04,1e-100,0.02,0.03
"251","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs17499117","OR",0.13,0.02,0.02,0.07
"252","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs11731978","OR",0.02,1e-100,-0.06,0.03
"253","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12639764","OR",0.03,1e-100,0.04,0.02
"254","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7659107","OR",0.02,1e-100,-0.02,0.03
"255","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6838153","OR",0.02,1e-100,-0.03,0.03
"256","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12513181","OR",0.02,1e-100,-0.03,0.03
"257","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs11100790","OR",0.02,1e-100,0.02,0.03
"258","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7654571","OR",0.02,1e-100,-0.04,0.03
"259","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6845999","OR",0.02,1e-100,0.02,0.02
"260","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs1812175","OR",0.05,1e-100,0.02,0.03
"261","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs17777628","OR",0.04,0.01,-0.05,0.06
"262","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4240326","OR",0.02,1e-100,0.01,0.02
"263","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs996743","OR",0.04,0.01,-0.01,0.05
"264","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs13150868","OR",0.02,1e-100,-0.01,0.02
"265","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs955748","OR",0.03,1e-100,1e-100,0.03
"266","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs17410035","OR",0.02,1e-100,0.01,0.03
"267","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7731703","OR",0.03,1e-100,0.05,0.03
"268","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs3811958","OR",0.05,1e-100,1e-100,0.03
"269","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs9292468","OR",0.05,1e-100,1e-100,0.02
"270","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs13183624","OR",0.03,1e-100,0.01,0.03
"271","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs11745439","OR",0.02,1e-100,-0.03,0.03
"272","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs301901","OR",0.03,1e-100,0.05,0.02
"273","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs3812040","OR",0.02,1e-100,0.04,0.03
"274","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs17574650","OR",0.04,0.01,0.02,0.04
"275","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7716219","OR",0.03,1e-100,0.04,0.03
"276","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2662027","OR",0.03,1e-100,-0.05,0.04
"277","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7727731","OR",0.03,1e-100,-0.01,0.04
"278","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs9291926","OR",0.02,1e-100,0.01,0.02
"279","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs34651","OR",0.04,0.01,-0.04,0.05
"280","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs820848","OR",0.02,1e-100,0.01,0.03
"281","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs12519505","OR",0.02,1e-100,-0.01,0.03
"282","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7712162","OR",0.02,1e-100,-0.08,0.03
"283","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs32855","OR",0.02,1e-100,0.04,0.03
"284","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6894139","OR",0.03,1e-100,-0.02,0.02
"285","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs2247870","OR",0.02,1e-100,-0.03,0.02
"286","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs6594336","OR",0.02,1e-100,0.02,0.02
"287","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs13177718","OR",0.05,0.01,0.06,0.05
"288","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs1582931","OR",0.03,1e-100,0.06,0.02
"289","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs26024","OR",0.02,1e-100,-0.02,0.03
"290","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs7701414","OR",0.04,1e-100,0.01,0.02
"291","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs526896","OR",0.04,1e-100,-0.01,0.03
"292","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs9327705","OR",0.02,1e-100,-0.03,0.03
"293","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs165189","OR",0.03,1e-100,0.03,0.03
"294","Carreras-Torres et al","@carreras-torres_role_2017","10.1093/jnci/djx012","Height","Pancreatic Cancer","rs4624820","OR",0.02,1e-100,-0.03,0.02
